City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,Landfill Capacity (Tons),Year,Landfill_Lat,Landfill_Long,Waste_Per_Capita_kg,Landfill_Utilization_Ratio,Cost_Per_Campaign,Year_Sin,Year_Cos,Waste Generated (Tons/Day)_log,Cost of Waste Management (₹/Ton)_log,City_WasteType,Eff_Campaign_Interaction,City_WasteType_TE,Waste Generated (Tons/Day)_OutlierFlag,Cost of Waste Management (₹/Ton)_OutlierFlag,Population Density (People/km²)_OutlierFlag,Landfill_Region_Cluster_1.0,Landfill_Region_Cluster_2.0,Landfill_Region_Cluster_3.0
Ahmedabad,Hazardous,2686.0,81.0,9464.0,9.0,Incineration,1638.0,9.0,Ahmedabad Landfill,69399.0,2019,19.3868,72.7845,283.8123415046492,0.0387037277194195,182.0,-0.0124231807818823,0.9999228293119728,7.8961806086154915,7.40184157874383,Ahmedabad_Hazardous,81.0,61.65098039215686,0,0,0,0,0,0
Ahmedabad,Plastic,5578.0,55.0,9464.0,6.0,Recycling,2669.0,12.0,Ahmedabad Landfill,69399.0,2020,19.3868,72.7845,589.3913778529163,0.0803757979221602,222.41666666666663,-0.0093174904475982,0.9999565912437194,8.626764827845529,7.8898337513942955,Ahmedabad_Plastic,72.0,56.25098039215686,0,0,0,0,0,0
Ahmedabad,Organic,929.0,54.0,9464.0,6.0,Incineration,578.0,12.0,Ahmedabad Landfill,69399.0,2020,19.3868,72.7845,98.1614539306847,0.0133863600340062,48.16666666666666,-0.0093174904475982,0.9999565912437194,6.835184586147301,6.361302477572996,Ahmedabad_Organic,72.0,57.984313725490196,0,0,0,0,0,0
Ahmedabad,E-Waste,2118.0,57.0,9464.0,5.0,Composting,3419.0,11.0,Ahmedabad Landfill,69399.0,2020,19.3868,72.7845,223.79543533389688,0.0305191717459905,310.8181818181818,-0.0093174904475982,0.9999565912437194,7.6586995582682995,8.13739583005665,Ahmedabad_E-Waste,55.0,57.71764705882353,0,0,0,0,0,0
Ahmedabad,Construction,1658.0,81.0,9464.0,7.0,Composting,2089.0,15.0,Ahmedabad Landfill,69399.0,2020,19.3868,72.7845,175.19019442096365,0.0238908341618755,139.26666666666668,-0.0093174904475982,0.9999565912437194,7.413970290190444,7.644919344958857,Ahmedabad_Construction,105.0,58.85098039215686,0,0,0,0,0,0
Ahmedabad,Hazardous,3762.0,69.0,9464.0,7.0,Incineration,4671.0,11.0,Ahmedabad Landfill,69399.0,2020,19.3868,72.7845,397.5063398140321,0.0542082738944365,424.6363636363636,-0.0093174904475982,0.9999565912437194,8.232971790593437,8.449342524508063,Ahmedabad_Hazardous,77.0,61.65098039215686,0,0,0,0,0,0
Ahmedabad,Plastic,4012.0,58.0,9464.0,7.0,Landfill,3619.0,19.0,Ahmedabad Landfill,69399.0,2021,19.3868,72.7845,423.9222316145393,0.0578106312771077,190.47368421052636,-0.006211710232585,0.999980707141886,8.297294370266917,8.194229304819817,Ahmedabad_Plastic,133.0,56.25098039215686,0,0,0,0,0,0
Ahmedabad,Organic,7895.0,78.0,9464.0,5.0,Landfill,4526.0,20.0,Ahmedabad Landfill,69399.0,2021,19.3868,72.7845,834.2138630600169,0.1137624461447571,226.3,-0.006211710232585,0.999980707141886,8.974111581113318,8.417814747435958,Ahmedabad_Organic,100.0,57.984313725490196,0,0,0,0,0,0
Ahmedabad,E-Waste,7663.0,74.0,9464.0,5.0,Landfill,4370.0,4.0,Ahmedabad Landfill,69399.0,2021,19.3868,72.7845,809.6999154691463,0.1104194584936382,1092.5,-0.006211710232585,0.999980707141886,8.944289319650697,8.382747094863314,Ahmedabad_E-Waste,20.0,57.71764705882353,0,0,0,0,0,0
Ahmedabad,Construction,4118.0,79.0,9464.0,10.0,Landfill,2440.0,19.0,Ahmedabad Landfill,69399.0,2021,19.3868,72.7845,435.1225697379544,0.0593380308073603,128.42105263157896,-0.006211710232585,0.999980707141886,8.323365694436081,7.80016307039296,Ahmedabad_Construction,190.0,58.85098039215686,0,0,0,0,0,0
Ahmedabad,Hazardous,5791.0,43.0,9464.0,9.0,Incineration,4871.0,19.0,Ahmedabad Landfill,69399.0,2021,19.3868,72.7845,611.8977176669484,0.0834450064121961,256.3684210526316,-0.006211710232585,0.999980707141886,8.664232934065552,8.491259809389733,Ahmedabad_Hazardous,171.0,61.65098039215686,0,0,0,0,0,0
Ahmedabad,Plastic,1334.0,55.0,9464.0,8.0,Composting,1390.0,1.0,Ahmedabad Landfill,69399.0,2022,19.3868,72.7845,140.95519864750634,0.0192221789939336,1390.0,-0.0031058700966069,0.9999951767738398,7.19668657083435,7.237778191923443,Ahmedabad_Plastic,8.0,56.25098039215686,0,0,0,0,0,0
Ahmedabad,Organic,3467.0,42.0,9464.0,10.0,Composting,2845.0,19.0,Ahmedabad Landfill,69399.0,2022,19.3868,72.7845,366.3355874894336,0.0499574921828844,149.73684210526315,-0.0031058700966069,0.9999951767738398,8.151333337900432,7.953669778649798,Ahmedabad_Organic,190.0,57.984313725490196,0,0,0,0,0,0
Ahmedabad,E-Waste,2458.0,58.0,9464.0,7.0,Landfill,1591.0,4.0,Ahmedabad Landfill,69399.0,2022,19.3868,72.7845,259.7210481825866,0.0354183777864234,397.75,-0.0031058700966069,0.9999951767738398,7.807510042216193,7.3727463664043285,Ahmedabad_E-Waste,28.0,57.71764705882353,0,0,0,0,0,0
Ahmedabad,Construction,690.0,30.0,9464.0,6.0,Composting,2807.0,8.0,Ahmedabad Landfill,69399.0,2022,19.3868,72.7845,72.90786136939982,0.0099425063761725,350.875,-0.0031058700966069,0.9999951767738398,6.53813982376767,7.940227765145702,Ahmedabad_Construction,48.0,58.85098039215686,0,0,0,0,0,0
Ahmedabad,Hazardous,4104.0,83.0,9464.0,9.0,Incineration,3750.0,5.0,Ahmedabad Landfill,69399.0,2022,19.3868,72.7845,433.643279797126,0.0591362987939307,750.0,-0.0031058700966069,0.9999951767738398,8.31996102188653,8.229777750081887,Ahmedabad_Hazardous,45.0,61.65098039215686,0,0,0,0,0,0
Ahmedabad,Plastic,9593.0,38.0,9464.0,10.0,Recycling,3688.0,15.0,Ahmedabad Landfill,69399.0,2023,19.3868,72.7845,1013.6306001690616,0.13822965748786,245.86666666666667,-2.4492935982947064e-16,1.0,9.168893182062009,8.213110697596676,Ahmedabad_Plastic,150.0,56.25098039215686,0,0,0,0,0,0
Ahmedabad,Organic,3814.0,69.0,9464.0,7.0,Recycling,3256.0,,Ahmedabad Landfill,69399.0,2023,19.3868,72.7845,403.0008453085376,0.0549575642300321,0.0,-2.4492935982947064e-16,1.0,8.246695943718557,8.088561805276234,Ahmedabad_Organic,,57.984313725490196,0,0,0,0,0,0
Ahmedabad,E-Waste,2978.0,30.0,9464.0,5.0,Incineration,1070.0,10.0,Ahmedabad Landfill,69399.0,2023,19.3868,72.7845,314.6661031276416,0.0429112811423795,107.0,-2.4492935982947064e-16,1.0,7.999342952713282,6.976348070447749,Ahmedabad_E-Waste,50.0,57.71764705882353,0,0,0,0,0,0
Ahmedabad,Construction,8892.0,54.0,9464.0,5.0,Composting,2781.0,20.0,Ahmedabad Landfill,69399.0,2023,19.3868,72.7845,939.5604395604396,0.1281286473868499,139.05,-2.4492935982947064e-16,1.0,9.09301972939964,7.930925372483388,Ahmedabad_Construction,100.0,58.85098039215686,0,0,0,0,0,0
Ahmedabad,Hazardous,7540.0,78.0,9464.0,6.0,Recycling,3134.0,7.0,Ahmedabad Landfill,69399.0,2023,19.3868,72.7845,796.7032967032967,0.108647098661364,447.7142857142857,-2.4492935982947064e-16,1.0,8.928110078202646,8.050384453067021,Ahmedabad_Hazardous,42.0,61.65098039215686,0,0,0,0,0,0
Jaipur,Plastic,5518.0,33.0,2335.0,5.0,Incineration,835.0,2.0,Jaipur Landfill,71127.0,2019,11.6909,94.4267,2363.169164882227,0.0775795408213477,417.5,-0.0124231807818823,0.9999228293119728,8.615951963439501,6.728628613084702,Jaipur_Plastic,10.0,55.31764705882353,0,0,0,1,0,0
Jaipur,Organic,6249.0,44.0,2335.0,7.0,Composting,2634.0,8.0,Jaipur Landfill,71127.0,2019,11.6909,94.4267,2676.2312633832976,0.0878569319667636,329.25,-0.0124231807818823,0.9999228293119728,8.740336742730447,7.876638460975463,Jaipur_Organic,56.0,58.5843137254902,0,0,0,1,0,0
Jaipur,E-Waste,5899.0,68.0,2335.0,5.0,Incineration,1058.0,14.0,Jaipur Landfill,71127.0,2019,11.6909,94.4267,2526.338329764454,0.0829361564525426,75.57142857142857,-0.0124231807818823,0.9999228293119728,8.68270762989381,6.9650803456014065,Jaipur_E-Waste,70.0,58.984313725490196,0,0,0,1,0,0
Jaipur,Construction,3452.0,48.0,2335.0,7.0,Recycling,4230.0,14.0,Jaipur Landfill,71127.0,2019,11.6909,94.4267,1478.372591006424,0.0485329059288315,302.1428571428572,-0.0124231807818823,0.9999228293119728,8.146998697389993,8.350193650720067,Jaipur_Construction,98.0,59.450980392156865,0,0,0,1,0,0
Jaipur,Hazardous,4108.0,31.0,2335.0,9.0,Landfill,3132.0,2.0,Jaipur Landfill,71127.0,2019,11.6909,94.4267,1759.3147751605995,0.0577558451783429,1566.0,-0.0124231807818823,0.9999228293119728,8.32093496888341,8.049746290952191,Jaipur_Hazardous,18.0,55.18431372549019,0,0,0,1,0,0
Jaipur,Plastic,9183.0,55.0,2335.0,6.0,Landfill,1898.0,12.0,Jaipur Landfill,71127.0,2020,11.6909,94.4267,3932.762312633833,0.129107090134548,158.16666666666666,-0.0093174904475982,0.9999565912437194,9.125218118559348,7.549082710812286,Jaipur_Plastic,72.0,55.31764705882353,0,0,0,1,0,0
Jaipur,Organic,6175.0,80.0,2335.0,9.0,Recycling,765.0,19.0,Jaipur Landfill,71127.0,2020,11.6909,94.4267,2644.539614561028,0.0868165394294712,40.26315789473684,-0.0093174904475982,0.9999565912437194,8.728426091704613,6.641182169740591,Jaipur_Organic,171.0,58.5843137254902,0,0,0,1,0,0
Jaipur,E-Waste,9774.0,51.0,2335.0,10.0,Incineration,1909.0,7.0,Jaipur Landfill,71127.0,2020,11.6909,94.4267,4185.867237687367,0.1374161710742756,272.7142857142857,-0.0093174904475982,0.9999565912437194,9.187583384853566,7.554858521040676,Jaipur_E-Waste,70.0,58.984313725490196,0,0,0,1,0,0
Jaipur,Construction,7448.0,81.0,2335.0,9.0,Landfill,3668.0,,Jaipur Landfill,71127.0,2020,11.6909,94.4267,3189.7216274089938,0.1047141029426237,0.0,-0.0093174904475982,0.9999565912437194,8.915835074176277,8.207674424355282,Jaipur_Construction,,59.450980392156865,0,0,0,1,0,0
Jaipur,Hazardous,9780.0,63.0,2335.0,9.0,Composting,2809.0,3.0,Jaipur Landfill,71127.0,2020,11.6909,94.4267,4188.436830835118,0.1375005272259479,936.3333333333334,-0.0093174904475982,0.9999565912437194,9.188197007290492,7.940939762327791,Jaipur_Hazardous,27.0,55.18431372549019,0,0,0,1,0,0
Jaipur,Plastic,6413.0,63.0,2335.0,10.0,Recycling,3165.0,20.0,Jaipur Landfill,71127.0,2021,11.6909,94.4267,2746.4668094218414,0.0901626667791415,158.25,-0.006211710232585,0.999980707141886,8.7662383802531,8.060224240440958,Jaipur_Plastic,200.0,55.31764705882353,0,0,0,1,0,0
Jaipur,Organic,1018.0,70.0,2335.0,8.0,Recycling,4760.0,10.0,Jaipur Landfill,71127.0,2021,11.6909,94.4267,435.9743040685225,0.0143124270670772,476.0,-0.006211710232585,0.999980707141886,6.926577033222725,8.46821300919452,Jaipur_Organic,80.0,58.5843137254902,0,0,0,1,0,0
Jaipur,E-Waste,4152.0,65.0,2335.0,7.0,Recycling,657.0,5.0,Jaipur Landfill,71127.0,2021,11.6909,94.4267,1778.1584582441114,0.0583744569572736,131.4,-0.006211710232585,0.999980707141886,8.331586243630754,6.489204931325317,Jaipur_E-Waste,35.0,58.984313725490196,0,0,0,1,0,0
Jaipur,Construction,9852.59,59.0,2335.0,5.0,Incineration,2344.0,15.0,Jaipur Landfill,71127.0,2021,11.6909,94.4267,4219.524625267666,0.1385210960675974,156.26666666666668,-0.006211710232585,0.999980707141886,9.195591134769245,7.76004068088038,Jaipur_Construction,75.0,59.450980392156865,0,0,0,1,0,0
Jaipur,Hazardous,5281.0,36.0,2335.0,9.0,Incineration,1944.0,10.0,Jaipur Landfill,71127.0,2021,11.6909,94.4267,2261.6702355460384,0.0742474728302894,194.4,-0.006211710232585,0.999980707141886,8.572060092857077,7.573017256052546,Jaipur_Hazardous,90.0,55.18431372549019,0,0,0,1,0,0
Jaipur,Plastic,8379.0,55.0,2335.0,9.0,Landfill,2826.0,19.0,Jaipur Landfill,71127.0,2022,11.6909,94.4267,3588.4368308351177,0.1178033658104517,148.73684210526315,-0.0031058700966069,0.9999951767738398,9.033603193476129,7.946971357693591,Jaipur_Plastic,171.0,55.31764705882353,0,0,0,1,0,0
Jaipur,Organic,8991.0,49.0,2335.0,9.0,Landfill,4032.0,15.0,Jaipur Landfill,71127.0,2022,11.6909,94.4267,3850.5353319057817,0.1264076932810325,268.8,-0.0031058700966069,0.9999951767738398,9.104090572133472,8.302265794873367,Jaipur_Organic,135.0,58.5843137254902,0,0,0,1,0,0
Jaipur,E-Waste,3448.0,85.0,2335.0,10.0,Landfill,1049.0,3.0,Jaipur Landfill,71127.0,2022,11.6909,94.4267,1476.659528907923,0.0484766684943832,349.6666666666667,-0.0031058700966069,0.9999951767738398,8.145839612936841,6.956545443151569,Jaipur_E-Waste,30.0,58.984313725490196,0,0,0,1,0,0
Jaipur,Construction,9043.0,54.0,2335.0,9.0,Composting,4211.0,19.0,Jaipur Landfill,71127.0,2022,11.6909,94.4267,3872.805139186296,0.1271387799288596,221.6315789473684,-0.0031058700966069,0.9999951767738398,9.10985683339786,8.345692873253865,Jaipur_Construction,171.0,59.450980392156865,0,0,0,1,0,0
Jaipur,Hazardous,8600.0,60.0,2335.0,7.0,Incineration,3201.0,1.0,Jaipur Landfill,71127.0,2022,11.6909,94.4267,3683.0835117773017,0.120910484063717,3201.0,-0.0031058700966069,0.9999951767738398,9.059633754551479,8.07153089355666,Jaipur_Hazardous,7.0,55.18431372549019,0,0,0,1,0,0
Jaipur,Plastic,5068.0,53.0,2335.0,6.0,Composting,3801.0,11.0,Jaipur Landfill,71127.0,2023,11.6909,94.4267,2170.4496788008564,0.0712528294459206,345.54545454545456,-2.4492935982947064e-16,1.0,8.53089883847235,8.243282523048375,Jaipur_Plastic,66.0,55.31764705882353,0,0,0,1,0,0
Jaipur,Organic,6958.0,65.0,2335.0,5.0,Composting,1632.0,6.0,Jaipur Landfill,71127.0,2023,11.6909,94.4267,2979.8715203426123,0.0978250172227143,272.0,-2.4492935982947064e-16,1.0,8.84779106484485,7.398174092970465,Jaipur_Organic,30.0,58.5843137254902,0,0,0,1,0,0
Jaipur,E-Waste,2534.0,45.0,2335.0,5.0,Composting,1614.0,15.0,Jaipur Landfill,71127.0,2023,11.6909,94.4267,1085.2248394004282,0.0356264147229603,107.6,-2.4492935982947064e-16,1.0,7.837948916025283,7.387090235656757,Jaipur_E-Waste,75.0,58.984313725490196,0,0,0,1,0,0
Jaipur,Construction,5821.0,79.0,2335.0,9.0,Landfill,3734.0,1.0,Jaipur Landfill,71127.0,2023,11.6909,94.4267,2492.9336188436832,0.0818395264808019,3734.0,-2.4492935982947064e-16,1.0,8.669399124305569,8.225503097566918,Jaipur_Construction,9.0,59.450980392156865,0,0,0,1,0,0
Jaipur,Hazardous,4527.0,67.0,2335.0,7.0,Composting,2453.0,9.0,Jaipur Landfill,71127.0,2023,11.6909,94.4267,1938.7580299785868,0.0636467164367961,272.55555555555554,-2.4492935982947064e-16,1.0,8.41803561988302,7.805474625270857,Jaipur_Hazardous,63.0,55.18431372549019,0,0,0,1,0,0
Lucknow,Plastic,9719.0,47.0,23465.0,7.0,Incineration,1414.0,11.0,Lucknow Landfill,80251.0,2019,10.3904,81.8808,414.1913488173876,0.1211075251398736,128.54545454545453,-0.0124231807818823,0.9999228293119728,9.181940897454485,7.254884810077338,Lucknow_Plastic,77.0,56.31764705882353,0,0,0,0,0,0
Lucknow,Organic,3449.0,55.0,23465.0,6.0,Landfill,4823.0,12.0,Lucknow Landfill,80251.0,2019,10.3904,81.8808,146.9848710845941,0.0429776575992822,401.9166666666667,-0.0124231807818823,0.9999228293119728,8.146129510025405,8.481358738407021,Lucknow_Organic,72.0,52.78431372549019,0,0,0,0,0,0
Lucknow,E-Waste,9765.0,52.0,23465.0,10.0,Recycling,2068.0,15.0,Lucknow Landfill,80251.0,2019,10.3904,81.8808,416.1517153206904,0.1216807267199162,137.86666666666667,-0.0124231807818823,0.9999228293119728,9.186662244621605,7.634820677745543,Lucknow_E-Waste,150.0,54.984313725490196,0,0,0,0,0,0
Lucknow,Construction,4061.0,53.0,23465.0,8.0,Incineration,1863.0,17.0,Lucknow Landfill,80251.0,2019,10.3904,81.8808,173.06626891114425,0.0506037307946318,109.58823529411764,-0.0124231807818823,0.9999228293119728,8.30943074214033,7.530479995245536,Lucknow_Construction,136.0,59.78431372549019,0,0,0,0,0,0
Lucknow,Hazardous,5427.0,49.0,23465.0,9.0,Landfill,1299.0,16.0,Lucknow Landfill,80251.0,2019,10.3904,81.8808,231.2806307266141,0.0676253255411147,81.1875,-0.0124231807818823,0.9999228293119728,8.59932602095476,7.170119543449628,Lucknow_Hazardous,144.0,57.25098039215686,0,0,0,0,0,0
Lucknow,Plastic,9676.0,30.0,23465.0,9.0,Recycling,527.0,16.0,Lucknow Landfill,80251.0,2020,10.3904,81.8808,412.3588323034306,0.1205717062715729,32.9375,-0.0093174904475982,0.9999565912437194,9.177507214880942,6.269096283706261,Lucknow_Plastic,144.0,56.31764705882353,0,0,0,0,0,0
Lucknow,Organic,974.0,33.0,23465.0,10.0,Landfill,1791.0,2.0,Lucknow Landfill,80251.0,2020,10.3904,81.8808,41.50862987428084,0.0121369204122067,895.5,-0.0093174904475982,0.9999565912437194,6.882437470997847,7.491087593534876,Lucknow_Organic,20.0,52.78431372549019,0,0,0,0,0,0
Lucknow,E-Waste,8698.0,71.0,23465.0,5.0,Landfill,4353.0,10.0,Lucknow Landfill,80251.0,2020,10.3904,81.8808,370.6797357766887,0.1083849422437103,435.3,-0.0093174904475982,0.9999565912437194,9.07096335550754,8.378850241794492,Lucknow_E-Waste,50.0,54.984313725490196,0,0,0,0,0,0
Lucknow,Construction,979.0,56.0,23465.0,5.0,Landfill,3187.0,8.0,Lucknow Landfill,80251.0,2020,10.3904,81.8808,41.72171318985723,0.0121992249317765,398.375,-0.0093174904475982,0.9999565912437194,6.887552571664617,8.067149039910106,Lucknow_Construction,40.0,59.78431372549019,0,0,0,0,0,0
Lucknow,Hazardous,6425.0,52.0,23465.0,8.0,Incineration,2200.0,8.0,Lucknow Landfill,80251.0,2020,10.3904,81.8808,273.81206051566164,0.0800613076472567,275.0,-0.0093174904475982,0.9999565912437194,8.768107539675803,7.696667081526462,Lucknow_Hazardous,64.0,57.25098039215686,0,0,0,0,0,0
Lucknow,Plastic,5485.0,69.0,23465.0,9.0,Recycling,1887.0,17.0,Lucknow Landfill,80251.0,2021,10.3904,81.8808,233.75239718730023,0.068348057968125,111.0,-0.006211710232585,0.999980707141886,8.60995467149755,7.543273346705446,Lucknow_Plastic,153.0,56.31764705882353,0,0,0,0,0,0
Lucknow,Organic,4261.0,36.0,23465.0,6.0,Incineration,1107.0,19.0,Lucknow Landfill,80251.0,2021,10.3904,81.8808,181.5896015341999,0.0530959115774258,58.26315789473684,-0.006211710232585,0.999980707141886,8.357493812658563,7.010311867307229,Lucknow_Organic,114.0,52.78431372549019,0,0,0,0,0,0
Lucknow,E-Waste,2281.0,45.0,23465.0,8.0,Landfill,4891.0,7.0,Lucknow Landfill,80251.0,2021,10.3904,81.8808,97.20860856594928,0.0284233218277653,698.7142857142857,-0.006211710232585,0.999980707141886,7.732807530422021,8.495356496807062,Lucknow_E-Waste,56.0,54.984313725490196,0,0,0,0,0,0
Lucknow,Construction,4060.0,77.0,23465.0,6.0,Landfill,1363.0,20.0,Lucknow Landfill,80251.0,2021,10.3904,81.8808,173.02365224802898,0.0505912698907178,68.15,-0.006211710232585,0.999980707141886,8.309184527686298,7.218176838403408,Lucknow_Construction,120.0,59.78431372549019,0,0,0,0,0,0
Lucknow,Hazardous,6073.0,36.0,23465.0,7.0,Landfill,4873.0,6.0,Lucknow Landfill,80251.0,2021,10.3904,81.8808,258.8109950990837,0.0756750694695393,812.1666666666666,-0.006211710232585,0.999980707141886,8.711772645605693,8.491670234185152,Lucknow_Hazardous,42.0,57.25098039215686,0,0,0,0,0,0
Lucknow,Plastic,8714.0,53.0,23465.0,9.0,Incineration,4265.0,11.0,Lucknow Landfill,80251.0,2022,10.3904,81.8808,371.3616023865332,0.1085843167063338,387.7272727272728,-0.0031058700966069,0.9999951767738398,9.07280095795412,8.358431899031295,Lucknow_Plastic,99.0,56.31764705882353,0,0,0,0,0,0
Lucknow,Organic,9845.0,55.0,23465.0,9.0,Recycling,3000.0,7.0,Lucknow Landfill,80251.0,2022,10.3904,81.8808,419.5610483699126,0.1226775990330338,428.57142857142856,-0.0031058700966069,0.9999951767738398,9.194820560318146,8.006700845440367,Lucknow_Organic,63.0,52.78431372549019,0,0,0,0,0,0
Lucknow,E-Waste,9114.0,36.0,23465.0,5.0,Recycling,3126.0,2.0,Lucknow Landfill,80251.0,2022,10.3904,81.8808,388.4082676326444,0.1135686782719218,1563.0,-0.0031058700966069,0.9999951767738398,9.117676687112763,8.047829357457841,Lucknow_E-Waste,10.0,54.984313725490196,0,0,0,0,0,0
Lucknow,Construction,5748.0,73.0,23465.0,7.0,Composting,3385.0,4.0,Lucknow Landfill,80251.0,2022,10.3904,81.8808,244.9605795866184,0.0716252756974991,846.25,-0.0031058700966069,0.9999951767738398,8.656781205623291,8.12740456269308,Lucknow_Construction,28.0,59.78431372549019,0,0,0,0,0,0
Lucknow,Hazardous,3455.0,81.0,23465.0,10.0,Composting,2559.0,15.0,Lucknow Landfill,80251.0,2022,10.3904,81.8808,147.24057106328576,0.043052423022766,170.6,-0.0031058700966069,0.9999951767738398,8.147867129923947,7.847762537473608,Lucknow_Hazardous,150.0,57.25098039215686,0,0,0,0,0,0
Lucknow,Plastic,9404.0,75.0,23465.0,9.0,Composting,1263.0,9.0,Lucknow Landfill,80251.0,2023,10.3904,81.8808,400.767099936075,0.1171823404069731,140.33333333333334,-2.4492935982947064e-16,1.0,9.14899674173513,7.142036574706803,Lucknow_Plastic,81.0,56.31764705882353,0,0,0,0,0,0
Lucknow,Organic,8622.0,42.0,23465.0,6.0,Recycling,2945.0,20.0,Lucknow Landfill,80251.0,2023,10.3904,81.8808,367.4408693799276,0.1074379135462486,147.25,-2.4492935982947064e-16,1.0,9.062188330952324,7.988203597022576,Lucknow_Organic,120.0,52.78431372549019,0,0,0,0,0,0
Lucknow,E-Waste,5529.0,50.0,23465.0,9.0,Composting,1973.0,16.0,Lucknow Landfill,80251.0,2023,10.3904,81.8808,235.6275303643725,0.0688963377403396,123.3125,-2.4492935982947064e-16,1.0,8.61794309451638,7.587817219993427,Lucknow_E-Waste,144.0,54.984313725490196,0,0,0,0,0,0
Lucknow,Construction,3693.0,67.0,23465.0,7.0,Incineration,3089.0,3.0,Lucknow Landfill,80251.0,2023,10.3904,81.8808,157.38333688472193,0.0460181181542909,1029.6666666666667,-2.4492935982947064e-16,1.0,8.214465160759186,8.035926369891792,Lucknow_Construction,21.0,59.78431372549019,0,0,0,0,0,0
Lucknow,Hazardous,6895.0,70.0,23465.0,5.0,Landfill,2047.0,18.0,Lucknow Landfill,80251.0,2023,10.3904,81.8808,293.8418921798423,0.0859179324868226,113.72222222222224,-2.4492935982947064e-16,1.0,8.83869681234353,7.6246189861593985,Lucknow_Hazardous,90.0,57.25098039215686,0,0,0,0,0,0
Surat,Plastic,8754.0,47.0,24032.0,7.0,Landfill,4074.0,11.0,Surat Landfill,38471.0,2019,32.805,89.0238,364.2643142476698,0.2275480231862961,370.3636363636364,-0.0124231807818823,0.9999228293119728,9.077380244719953,8.312626025674962,Surat_Plastic,77.0,54.25098039215686,0,0,0,0,1,0
Surat,Organic,4071.0,45.0,24032.0,9.0,Landfill,1912.0,12.0,Surat Landfill,38471.0,2019,32.805,89.0238,169.3991344873502,0.1058199682878012,159.33333333333334,-0.0124231807818823,0.9999228293119728,8.311889558230359,7.556427969440253,Surat_Organic,108.0,57.5843137254902,0,0,0,0,1,0
Surat,E-Waste,5878.0,40.0,24032.0,7.0,Recycling,4904.0,6.0,Surat Landfill,38471.0,2019,32.805,89.0238,244.59054593874836,0.1527904135582646,817.3333333333334,-0.0124231807818823,0.9999228293119728,8.679141958402255,8.498010371999463,Surat_E-Waste,42.0,58.384313725490195,0,0,0,0,1,0
Surat,Construction,2465.0,35.0,24032.0,5.0,Incineration,3305.0,11.0,Surat Landfill,38471.0,2019,32.805,89.0238,102.57157123834888,0.0640742377375165,300.45454545454544,-0.0124231807818823,0.9999228293119728,7.81035268372429,8.10349427838097,Surat_Construction,55.0,55.78431372549019,0,0,0,0,1,0
Surat,Hazardous,1873.0,70.0,24032.0,9.0,Recycling,3643.0,2.0,Surat Landfill,38471.0,2019,32.805,89.0238,77.93774966711052,0.0486860232382833,1821.5,-0.0124231807818823,0.9999228293119728,7.535830462798367,8.200837258379849,Surat_Hazardous,18.0,57.5843137254902,0,0,0,0,1,0
Surat,Plastic,9318.0,66.0,24032.0,5.0,Incineration,3163.0,4.0,Surat Landfill,38471.0,2020,32.805,89.0238,387.7330226364847,0.2422084167294845,790.75,-0.0093174904475982,0.9999565912437194,9.139810605785655,8.059592328887545,Surat_Plastic,20.0,54.25098039215686,0,0,0,0,1,0
Surat,Organic,4320.0,66.0,24032.0,8.0,Composting,4625.0,15.0,Surat Landfill,38471.0,2020,32.805,89.0238,179.76031957390146,0.1122923760754854,308.3333333333333,-0.0093174904475982,0.9999565912437194,8.371242135931933,8.439447842791385,Surat_Organic,120.0,57.5843137254902,0,0,0,0,1,0
Surat,E-Waste,3662.0,76.0,24032.0,5.0,Landfill,2282.0,1.0,Surat Landfill,38471.0,2020,32.805,89.0238,152.38015978695074,0.0951885836084323,2282.0,-0.0093174904475982,0.9999565912437194,8.206037762778815,7.733245646529795,Surat_E-Waste,5.0,58.384313725490195,0,0,0,0,1,0
Surat,Construction,711.0,60.0,24032.0,7.0,Landfill,4375.0,19.0,Surat Landfill,38471.0,2020,32.805,89.0238,29.585552596537948,0.0184814535624236,230.26315789473685,-0.0093174904475982,0.9999565912437194,6.568077911411976,8.383890344101816,Surat_Construction,133.0,55.78431372549019,0,0,0,0,1,0
Surat,Hazardous,3540.0,51.0,24032.0,7.0,Landfill,4362.0,4.0,Surat Landfill,38471.0,2020,32.805,89.0238,147.3035952063915,0.0920173637285227,1090.5,-0.0093174904475982,0.9999565912437194,8.172164452111904,8.38091517312361,Surat_Hazardous,28.0,57.5843137254902,0,0,0,0,1,0
Surat,Plastic,1690.0,55.0,24032.0,5.0,Incineration,799.0,9.0,Surat Landfill,38471.0,2021,32.805,89.0238,70.32290279627163,0.043929193418419,88.77777777777777,-0.006211710232585,0.999980707141886,7.43307534889858,6.684611727667927,Surat_Plastic,45.0,54.25098039215686,0,0,0,0,1,0
Surat,Organic,7629.0,64.0,24032.0,9.0,Landfill,617.0,13.0,Surat Landfill,38471.0,2021,32.805,89.0238,317.4517310252996,0.1983052169166385,47.46153846153846,-0.006211710232585,0.999980707141886,8.939843124278502,6.42648845745769,Surat_Organic,117.0,57.5843137254902,0,0,0,0,1,0
